name,age,ast,ast,crdr,crdy,gls,gls,min,mp,nation,pk,pos,starts,team,xag,xag,xg,xg
Bertrand Traoré,30-011,,,,,,,,0,bf BFA,,"FW,MF",0,Sunderland,,,,
Squad Total,25.0,3.0,0.75,0.0,5.0,5.0,1.25,360.0,4,,1.0,,44,Sunderland,2.1,0.51,3.4,0.86
Opponent Total,26.9,3.0,0.75,0.0,4.0,3.0,0.75,360.0,4,,0.0,,44,Sunderland,2.8,0.7,4.5,1.13
Tijjani Reijnders,27-050,1.0,0.25,0.0,1.0,1.0,0.25,360.0,4,nl NED,0.0,MF,4,Manchester-City,0.3,0.08,0.7,0.17
Erling Haaland,25-058,0.0,0.0,0.0,0.0,5.0,1.33,338.0,4,no NOR,0.0,FW,4,Manchester-City,0.9,0.23,5.7,1.53
Rúben Dias,28-126,0.0,0.0,0.0,0.0,0.0,0.0,276.0,4,pt POR,0.0,DF,3,Manchester-City,0.0,0.0,0.0,0.0
James Trafford,22-342,0.0,0.0,0.0,0.0,0.0,0.0,270.0,3,eng ENG,0.0,GK,3,Manchester-City,0.0,0.0,0.0,0.0
John Stones,31-112,0.0,0.0,0.0,0.0,0.0,0.0,261.0,3,eng ENG,0.0,DF,3,Manchester-City,0.0,0.0,0.0,0.0
Bernardo Silva,31-038,1.0,0.35,0.0,0.0,0.0,0.0,260.0,4,pt POR,0.0,MF,3,Manchester-City,1.6,0.57,0.1,0.02
Oscar Bobb,22-067,1.0,0.35,0.0,0.0,0.0,0.0,258.0,4,no NOR,0.0,"FW,MF",3,Manchester-City,0.4,0.13,0.3,0.1
Rayan Aït-Nouri,24-103,0.0,0.0,0.0,1.0,0.0,0.0,202.0,3,dz ALG,0.0,DF,3,Manchester-City,0.2,0.09,0.0,0.02
Jeremy Doku,23-113,2.0,0.91,0.0,0.0,0.0,0.0,197.0,4,be BEL,0.0,"MF,FW",2,Manchester-City,1.7,0.77,0.0,0.0
Abdukodir Khusanov,21-200,0.0,0.0,0.0,1.0,0.0,0.0,183.0,3,uz UZB,0.0,DF,2,Manchester-City,0.0,0.0,0.0,0.0
Rodri,29-087,0.0,0.0,0.0,0.0,0.0,0.0,181.0,3,es ESP,0.0,MF,2,Manchester-City,0.1,0.04,0.1,0.04
Nicolás González,23-257,0.0,0.0,0.0,1.0,0.0,0.0,179.0,3,es ESP,0.0,MF,2,Manchester-City,0.0,0.0,0.1,0.03
Rico Lewis,20-300,1.0,0.56,0.0,0.0,0.0,0.0,161.0,3,eng ENG,0.0,DF,2,Manchester-City,1.0,0.56,0.0,0.01
Omar Marmoush,26-222,1.0,0.6,0.0,0.0,0.0,0.0,149.0,3,eg EGY,0.0,"FW,MF",2,Manchester-City,1.0,0.58,0.8,0.5
Nico O’Reilly,20-180,0.0,0.0,0.0,1.0,0.0,0.0,134.0,3,eng ENG,0.0,"DF,MF",1,Manchester-City,0.0,0.0,0.1,0.05
Matheus Nunes,27-021,0.0,0.0,0.0,0.0,0.0,0.0,109.0,2,pt POR,0.0,DF,1,Manchester-City,0.0,0.0,0.0,0.0
Phil Foden,25-112,0.0,0.0,0.0,0.0,1.0,0.85,106.0,2,eng ENG,0.0,MF,1,Manchester-City,0.1,0.06,0.5,0.38
Gianluigi Donnarumma,26-204,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1,it ITA,0.0,GK,1,Manchester-City,0.0,0.0,0.0,0.0
Joško Gvardiol,23-237,0.0,0.0,0.0,0.0,0.0,0.0,90.0,1,hr CRO,0.0,DF,1,Manchester-City,0.0,0.0,0.0,0.0
Rayan Cherki,22-031,0.0,0.0,0.0,0.0,1.0,1.27,71.0,2,fr FRA,0.0,"MF,FW",1,Manchester-City,0.5,0.6,0.1,0.07
Nathan Aké,30-211,0.0,0.0,0.0,0.0,0.0,0.0,71.0,2,nl NED,0.0,DF,0,Manchester-City,0.0,0.0,0.1,0.18
Sávio,21-160,0.0,0.0,0.0,0.0,0.0,0.0,14.0,1,br BRA,0.0,MF,0,Manchester-City,0.0,0.0,0.0,0.14
Manuel Akanji,30-060,,,,,,,,0,ch SUI,,"DF,MF",0,Manchester-City,,,,
Ederson,32-031,,,,,,,,0,br BRA,,GK,0,Manchester-City,,,,
İlkay Gündoğan,34-328,,,,,,,,0,de GER,,MF,0,Manchester-City,,,,
Stephen Mfuni,17-217,,,,,,,,0,eng ENG,,DF,0,Manchester-City,,,,
Divine Mukasa,18-026,,,,,,,,0,eng ENG,,MF,0,Manchester-City,,,,
Stefan Ortega,32-315,,,,,,,,0,de GER,,GK,0,Manchester-City,,,,
Squad Total,25.6,7.0,1.75,0.0,5.0,8.0,2.0,360.0,4,,0.0,,44,Manchester-City,7.6,1.91,8.4,2.11
Opponent Total,26.4,2.0,0.5,0.0,7.0,4.0,1.0,360.0,4,,1.0,,44,Manchester-City,3.3,0.83,5.1,1.28
Marc Guéhi,25-066,0.0,0.0,0.0,0.0,1.0,0.25,360.0,4,eng ENG,0.0,DF,4,Crystal-Palace,0.0,0.01,0.2,0.05
Dean Henderson,28-189,0.0,0.0,0.0,0.0,0.0,0.0,360.0,4,eng ENG,0.0,GK,4,Crystal-Palace,0.0,0.0,0.0,0.0
Maxence Lacroix,25-164,1.0,0.25,0.0,1.0,0.0,0.0,360.0,4,fr FRA,0.0,DF,4,Crystal-Palace,0.5,0.13,0.1,0.03
Tyrick Mitchell,26-016,0.0,0.0,0.0,1.0,0.0,0.0,360.0,4,eng ENG,0.0,"DF,MF",4,Crystal-Palace,0.2,0.05,0.0,0.0
Daniel Muñoz,29-114,1.0,0.25,0.0,2.0,0.0,0.0,360.0,4,co COL,0.0,"DF,MF",4,Crystal-Palace,1.5,0.37,0.2,0.04
Chris Richards,25-173,0.0,0.0,0.0,0.0,0.0,0.0,360.0,4,us USA,0.0,DF,4,Crystal-Palace,0.0,0.0,0.3,0.07
Jean-Philippe Mateta,28-081,0.0,0.0,0.0,2.0,1.0,0.26,351.0,4,fr FRA,1.0,FW,4,Crystal-Palace,0.0,0.0,1.8,0.47
Will Hughes,30-153,0.0,0.0,0.0,3.0,0.0,0.0,319.0,4,eng ENG,0.0,MF,4,Crystal-Palace,0.5,0.13,0.2,0.04
Ismaila Sarr,27-204,0.0,0.0,0.0,1.0,2.0,0.67,270.0,3,sn SEN,0.0,"MF,FW",3,Crystal-Palace,0.0,0.02,2.0,0.66
Adam Wharton,21-223,0.0,0.0,0.0,0.0,0.0,0.0,226.0,3,eng ENG,0.0,MF,3,Crystal-Palace,0.4,0.16,0.0,0.0
Daichi Kamada,29-043,0.0,0.0,0.0,0.0,0.0,0.0,175.0,2,jp JPN,0.0,MF,2,Crystal-Palace,0.6,0.3,0.1,0.03
Jefferson Lerma,30-327,0.0,0.0,0.0,0.0,0.0,0.0,133.0,4,co COL,0.0,MF,1,Crystal-Palace,0.0,0.0,0.4,0.26
Yeremi Pino,22-332,0.0,0.0,0.0,0.0,0.0,0.0,103.0,2,es ESP,0.0,MF,1,Crystal-Palace,0.4,0.31,0.8,0.66
Justin Devenny,21-341,0.0,0.0,0.0,0.0,0.0,0.0,100.0,4,nir NIR,0.0,"FW,MF",1,Crystal-Palace,0.1,0.11,0.0,0.04
Eberechi Eze,27-080,0.0,0.0,0.0,0.0,0.0,0.0,83.0,1,eng ENG,0.0,MF,1,Crystal-Palace,0.0,0.0,0.2,0.26
Romain Esse,20-127,0.0,0.0,0.0,0.0,0.0,0.0,25.0,1,eng ENG,0.0,FW,0,Crystal-Palace,0.0,0.0,0.0,0.0
Christantus Uche,22-121,0.0,0.0,0.0,0.0,0.0,0.0,7.0,1,ng NGA,0.0,MF,0,Crystal-Palace,0.0,0.0,0.0,0.12
Nathaniel Clyne,34-165,0.0,0.0,0.0,0.0,0.0,0.0,5.0,1,eng ENG,0.0,DF,0,Crystal-Palace,0.0,0.0,0.0,0.0
Odsonne Édouard,27-244,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1,fr FRA,0.0,FW,0,Crystal-Palace,0.0,0.0,0.0,0.0
Walter Benítez,32-241,,,,,,,,0,ar ARG,,GK,0,Crystal-Palace,,,,
Jaydee Canvot,19-050,,,,,,,,0,fr FRA,,MF,0,Crystal-Palace,,,,
Rio Cardines,19-078,,,,,,,,0,tt TRI,,MF,0,Crystal-Palace,,,,
Remi Matthews,31-219,,,,,,,,0,eng ENG,,GK,0,Crystal-Palace,,,,
Jesurun Rak Sakyi,22-347,,,,,,,,0,eng ENG,,"FW,MF",0,Crystal-Palace,,,,
Kaden Rodney,20-345,,,,,,,,0,eng ENG,,"DF,MF",0,Crystal-Palace,,,,
Borna Sosa,27-239,,,,,,,,0,hr CRO,,"DF,MF",0,Crystal-Palace,,,,
Squad Total,26.9,2.0,0.5,0.0,10.0,4.0,1.0,360.0,4,,1.0,,44,Crystal-Palace,4.2,1.06,6.2,1.54
Opponent Total,26.2,1.0,0.25,0.0,8.0,1.0,0.25,360.0,4,,0.0,,44,Crystal-Palace,2.9,0.74,4.0,1.0
Dan Burn,33-131,0.0,0.0,0.0,1.0,0.0,0.0,360.0,4,eng ENG,0.0,DF,4,Newcastle-United,0.0,0.01,0.1,0.01
Bruno Guimarães,27-305,0.0,0.0,0.0,2.0,1.0,0.25,360.0,4,br BRA,0.0,MF,4,Newcastle-United,0.1,0.02,0.2,0.06
Valentino Livramento,22-309,1.0,0.25,0.0,0.0,0.0,0.0,360.0,4,eng ENG,0.0,DF,4,Newcastle-United,0.2,0.05,0.0,0.0
Nick Pope,33-151,0.0,0.0,0.0,1.0,0.0,0.0,360.0,4,eng ENG,0.0,GK,4,Newcastle-United,0.0,0.0,0.0,0.0
Fabian Schär,33-271,0.0,0.0,0.0,0.0,0.0,0.0,350.0,4,ch SUI,0.0,DF,4,Newcastle-United,0.1,0.03,0.1,0.02
Sandro Tonali,25-132,0.0,0.0,0.0,0.0,0.0,0.0,335.0,4,it ITA,0.0,MF,4,Newcastle-United,0.6,0.16,0.2,0.06
Kieran Trippier,34-363,0.0,0.0,0.0,0.0,0.0,0.0,315.0,4,eng ENG,0.0,DF,4,Newcastle-United,0.3,0.09,0.0,0.0
Harvey Barnes,27-282,0.0,0.0,0.0,0.0,0.0,0.0,266.0,4,eng ENG,0.0,FW,3,Newcastle-United,0.7,0.23,0.4,0.13
Joelinton,29-034,0.0,0.0,0.0,1.0,0.0,0.0,221.0,3,br BRA,0.0,MF,3,Newcastle-United,0.7,0.28,0.0,0.02
Anthony Elanga,23-143,0.0,0.0,0.0,0.0,0.0,0.0,207.0,4,se SWE,0.0,FW,2,Newcastle-United,0.3,0.13,0.6,0.25
Jacob Murphy,30-205,1.0,0.55,0.0,0.0,0.0,0.0,163.0,3,eng ENG,0.0,FW,2,Newcastle-United,0.2,0.08,0.9,0.5
Anthony Gordon,24-205,0.0,0.0,1.0,0.0,0.0,0.0,134.0,2,eng ENG,0.0,FW,2,Newcastle-United,0.1,0.06,1.1,0.72
William Osula,22-044,0.0,0.0,0.0,0.0,1.0,0.68,132.0,4,dk DEN,0.0,FW,1,Newcastle-United,0.1,0.05,0.4,0.27
Sven Botman,25-248,0.0,0.0,0.0,0.0,0.0,0.0,68.0,2,nl NED,0.0,DF,1,Newcastle-United,0.0,0.0,0.0,0.0
Nick Woltemade,23-215,0.0,0.0,0.0,0.0,1.0,1.41,64.0,1,de GER,0.0,FW,1,Newcastle-United,0.0,0.04,0.3,0.39
Jacob Ramsey,24-112,0.0,0.0,0.0,0.0,0.0,0.0,60.0,2,eng ENG,0.0,MF,1,Newcastle-United,0.3,0.42,0.0,0.04
Lewis Miley,19-139,0.0,0.0,0.0,0.0,0.0,0.0,78.0,3,eng ENG,0.0,MF,0,Newcastle-United,0.0,0.04,0.0,0.02
Lewis Hall,21-009,0.0,0.0,0.0,0.0,0.0,0.0,45.0,2,eng ENG,0.0,DF,0,Newcastle-United,0.0,0.0,0.0,0.07
Joe Willock,26-028,0.0,0.0,0.0,0.0,0.0,0.0,26.0,1,eng ENG,0.0,MF,0,Newcastle-United,0.0,0.0,0.1,0.32
Malick Thiaw,24-040,0.0,0.0,0.0,0.0,0.0,0.0,10.0,1,de GER,0.0,DF,0,Newcastle-United,0.0,0.0,0.0,0.0
Emil Krafth,31-046,,,,,,,,0,se SWE,,DF,0,Newcastle-United,,,,
Jamaal Lascelles,31-310,,,,,,,,0,eng ENG,,DF,0,Newcastle-United,,,,
Aaron Ramsdale,27-126,,,,,,,,0,eng ENG,,GK,0,Newcastle-United,,,,
Park Seungsoo,18-184,,,,,,,,0,kr KOR,,MF,0,Newcastle-United,,,,
Squad Total,28.5,2.0,0.5,1.0,5.0,3.0,0.75,360.0,4,,0.0,,44,Newcastle-United,3.7,0.92,4.4,1.1
Opponent Total,27.1,3.0,0.75,1.0,9.0,3.0,0.75,360.0,4,,0.0,,44,Newcastle-United,1.8,0.46,2.1,0.52
Joachim Andersen,29-109,0.0,0.0,0.0,0.0,0.0,0.0,360.0,4,dk DEN,0.0,DF,4,Fulham,0.7,0.17,0.2,0.05
Calvin Bassey,25-260,0.0,0.0,0.0,1.0,0.0,0.0,360.0,4,ng NGA,0.0,DF,4,Fulham,0.0,0.0,0.2,0.04
Bernd Leno,33-197,0.0,0.0,0.0,0.0,0.0,0.0,360.0,4,de GER,0.0,GK,4,Fulham,0.0,0.0,0.0,0.0
Saša Lukić,29-035,0.0,0.0,0.0,2.0,0.0,0.0,360.0,4,rs SRB,0.0,MF,4,Fulham,0.6,0.15,0.5,0.13
Kenny Tete,29-343,0.0,0.0,0.0,0.0,0.0,0.0,360.0,4,nl NED,0.0,DF,4,Fulham,0.1,0.03,0.1,0.02
Sander Berge,27-215,0.0,0.0,0.0,1.0,0.0,0.0,328.0,4,no NOR,0.0,MF,4,Fulham,0.2,0.07,0.4,0.11
Alex Iwobi,29-137,1.0,0.29,0.0,1.0,0.0,0.0,313.0,4,ng NGA,0.0,FW,4,Fulham,1.0,0.3,0.1,0.03
Joshua King,18-257,0.0,0.0,0.0,0.0,0.0,0.0,271.0,4,eng ENG,0.0,MF,4,Fulham,0.1,0.03,0.4,0.13
Rodrigo Muniz,24-136,0.0,0.0,0.0,1.0,1.0,0.38,237.0,4,br BRA,0.0,FW,3,Fulham,0.1,0.02,0.8,0.31
Ryan Sessegnon,25-122,0.0,0.0,0.0,0.0,0.0,0.0,217.0,3,eng ENG,0.0,DF,3,Fulham,0.7,0.28,0.0,0.0
Harry Wilson,28-179,0.0,0.0,0.0,0.0,0.0,0.0,209.0,4,wls WAL,0.0,FW,2,Fulham,0.0,0.0,0.2,0.09
Timothy Castagne,29-286,0.0,0.0,0.0,0.0,0.0,0.0,127.0,3,be BEL,0.0,"FW,DF",2,Fulham,0.1,0.06,0.4,0.27
Raúl Jiménez,34-135,0.0,0.0,0.0,0.0,0.0,0.0,123.0,4,mx MEX,0.0,FW,1,Fulham,0.0,0.0,0.4,0.29
Jorge Cuenca,25-304,0.0,0.0,0.0,0.0,0.0,0.0,83.0,1,es ESP,0.0,DF,1,Fulham,0.0,0.0,0.0,0.0
Emile Smith Rowe,25-051,0.0,0.0,0.0,0.0,1.0,1.01,89.0,4,eng ENG,0.0,"MF,FW",0,Fulham,0.0,0.03,0.8,0.8
Adama Traoré,29-235,0.0,0.0,0.0,0.0,0.0,0.0,63.0,3,es ESP,0.0,FW,0,Fulham,0.1,0.1,0.0,0.06
Antonee Robinson,28-040,0.0,0.0,0.0,0.0,0.0,0.0,53.0,2,us USA,0.0,DF,0,Fulham,0.0,0.05,0.0,0.0
Tom Cairney,34-240,0.0,0.0,0.0,1.0,0.0,0.0,32.0,2,sct SCO,0.0,MF,0,Fulham,0.0,0.0,0.0,0.0
Kevin,22-256,0.0,0.0,0.0,0.0,0.0,0.0,15.0,1,br BRA,0.0,FW,0,Fulham,0.0,0.27,0.0,0.11
Issa Diop,28-251,,,,,,,,0,fr FRA,,DF,0,Fulham,,,,
Benjamin Lecomte,34-144,,,,,,,,0,fr FRA,,GK,0,Fulham,,,,
Andreas Pereira,29-259,,,,,,,,0,br BRA,,MF,0,Fulham,,,,
Harrison Reed,30-233,,,,,,,,0,eng ENG,,MF,0,Fulham,,,,
Squad Total,28.0,1.0,0.25,0.0,7.0,2.0,0.5,360.0,4,,0.0,,44,Fulham,3.7,0.93,4.4,1.09
Opponent Total,25.8,1.0,0.25,0.0,8.0,3.0,0.75,360.0,4,,2.0,,44,Fulham,3.2,0.8,6.0,1.5
Nathan Collins,24-140,0.0,0.0,0.0,1.0,0.0,0.0,360.0,4,ie IRL,0.0,DF,4,Brentford,0.1,0.02,0.0,0.0
Sepp van den Berg,23-271,0.0,0.0,0.0,0.0,0.0,0.0,360.0,4,nl NED,0.0,DF,4,Brentford,0.0,0.0,0.2,0.05
Caoimhín Kelleher,26-298,0.0,0.0,0.0,1.0,0.0,0.0,360.0,4,ie IRL,0.0,GK,4,Brentford,0.0,0.0,0.0,0.0
Yehor Yarmoliuk,21-200,0.0,0.0,0.0,1.0,0.0,0.0,348.0,4,ua UKR,0.0,MF,4,Brentford,0.1,0.02,0.1,0.03
Michael Kayode,21-069,0.0,0.0,0.0,0.0,0.0,0.0,346.0,4,it ITA,0.0,DF,4,Brentford,0.2,0.05,0.0,0.0
Thiago,24-083,0.0,0.0,0.0,2.0,2.0,0.53,342.0,4,br BRA,1.0,FW,4,Brentford,1.1,0.28,1.2,0.33
Keane Lewis-Potter,24-207,0.0,0.0,0.0,0.0,0.0,0.0,318.0,4,eng ENG,0.0,"DF,FW",4,Brentford,0.0,0.01,0.1,0.03
Kevin Schade,23-294,0.0,0.0,0.0,0.0,1.0,0.3,302.0,4,de GER,0.0,FW,3,Brentford,0.1,0.02,1.6,0.49
Jordan Henderson,35-092,1.0,0.36,0.0,0.0,0.0,0.0,250.0,4,eng ENG,0.0,MF,3,Brentford,0.2,0.08,0.0,0.01
Dango Ouattara,23-218,0.0,0.0,0.0,0.0,1.0,0.47,191.0,3,bf BFA,0.0,FW,2,Brentford,0.0,0.0,0.9,0.4
Mikkel Damsgaard,25-076,0.0,0.0,0.0,0.0,0.0,0.0,180.0,2,dk DEN,0.0,MF,2,Brentford,0.4,0.21,0.1,0.03
Mathias Jensen,29-259,0.0,0.0,0.0,0.0,0.0,0.0,152.0,3,dk DEN,0.0,MF,2,Brentford,0.2,0.11,0.1,0.08
Rico Henry,28-071,0.0,0.0,0.0,1.0,0.0,0.0,131.0,4,eng ENG,0.0,DF,1,Brentford,0.1,0.09,0.1,0.09
Fabio Carvalho,23-018,0.0,0.0,0.0,0.0,1.0,0.98,92.0,3,pt POR,0.0,"FW,MF",1,Brentford,0.0,0.0,0.7,0.68
Ethan Pinnock,32-111,0.0,0.0,0.0,1.0,0.0,0.0,82.0,1,jm JAM,0.0,DF,1,Brentford,0.0,0.0,0.0,0.0
Antoni Milambo,20-167,0.0,0.0,0.0,0.0,0.0,0.0,45.0,1,nl NED,0.0,MF,1,Brentford,0.0,0.0,0.0,0.0
Frank Onyeka,27-259,1.0,1.41,0.0,0.0,0.0,0.0,64.0,3,ng NGA,0.0,MF,0,Brentford,0.1,0.17,0.0,0.0
Aaron Hickey,23-099,0.0,0.0,0.0,1.0,0.0,0.0,23.0,3,sct SCO,0.0,"DF,FW",0,Brentford,0.0,0.0,0.0,0.0
Kristoffer Ajer,27-153,1.0,6.43,0.0,0.0,0.0,0.0,14.0,2,no NOR,0.0,DF,0,Brentford,0.7,4.31,0.0,0.26
Benjamin Arthur,19-343,,,,,,,,0,eng ENG,,DF,0,Brentford,,,,
Vitaly Janelt,27-130,,,,,,,,0,de GER,,MF,0,Brentford,,,,
Reiss Nelson,25-281,,,,,,,,0,eng ENG,,"FW,MF",0,Brentford,,,,
Myles Peart-Harris,22-364,,,,,,,,0,eng ENG,,MF,0,Brentford,,,,
Mads Roerslev,26-085,,,,,,,,0,dk DEN,,"DF,MF",0,Brentford,,,,
Hákon Valdimarsson,23-339,,,,,,,,0,is ISL,,GK,0,Brentford,,,,
Squad Total,25.1,3.0,0.75,0.0,8.0,5.0,1.25,360.0,4,,1.0,,44,Brentford,3.3,0.82,5.2,1.3
Opponent Total,26.4,4.0,1.0,0.0,8.0,7.0,1.75,360.0,4,,1.0,,44,Brentford,4.3,1.08,5.8,1.44
Lewis Dunk,33-300,0.0,0.0,0.0,1.0,0.0,0.0,360.0,4,eng ENG,0.0,DF,4,Brighton-and-Hove-Albion,0.0,0.01,0.2,0.05
Jan Paul van Hecke,25-101,0.0,0.0,0.0,1.0,0.0,0.0,360.0,4,nl NED,0.0,DF,4,Brighton-and-Hove-Albion,0.0,0.0,0.3,0.08
Bart Verbruggen,23-030,0.0,0.0,0.0,0.0,0.0,0.0,360.0,4,nl NED,0.0,GK,4,Brighton-and-Hove-Albion,0.1,0.04,0.0,0.0
Kaoru Mitoma,28-120,1.0,0.26,0.0,1.0,1.0,0.26,352.0,4,jp JPN,0.0,FW,4,Brighton-and-Hove-Albion,1.0,0.25,0.7,0.17
Yankuba Minteh,21-057,1.0,0.27,0.0,0.0,0.0,0.0,337.0,4,gm GAM,0.0,FW,4,Brighton-and-Hove-Albion,1.3,0.35,0.5,0.13
Maxim De Cuyper,24-269,0.0,0.0,0.0,1.0,0.0,0.0,269.0,4,be BEL,0.0,DF,4,Brighton-and-Hove-Albion,0.1,0.02,0.0,0.0
Danny Welbeck,34-295,0.0,0.0,0.0,0.0,0.0,0.0,238.0,4,eng ENG,0.0,FW,3,Brighton-and-Hove-Albion,0.1,0.02,1.7,0.63
Carlos Baleba,21-257,0.0,0.0,0.0,1.0,0.0,0.0,197.0,4,cm CMR,0.0,MF,3,Brighton-and-Hove-Albion,0.0,0.02,0.0,0.02
Yasin Ayari,21-346,0.0,0.0,0.0,0.0,0.0,0.0,274.0,4,se SWE,0.0,MF,2,Brighton-and-Hove-Albion,0.1,0.02,0.2,0.05
Joël Veltman,33-245,0.0,0.0,0.0,1.0,0.0,0.0,180.0,2,nl NED,0.0,DF,2,Brighton-and-Hove-Albion,0.0,0.02,0.0,0.0
Matt O'Riley,24-300,0.0,0.0,0.0,0.0,1.0,0.51,177.0,2,dk DEN,1.0,MF,2,Brighton-and-Hove-Albion,0.2,0.1,1.2,0.61
Mats Wieffer,25-305,0.0,0.0,0.0,1.0,0.0,0.0,174.0,2,nl NED,0.0,DF,2,Brighton-and-Hove-Albion,0.0,0.0,0.0,0.01
Georginio Rutter,23-150,0.0,0.0,0.0,1.0,0.0,0.0,164.0,3,fr FRA,0.0,"FW,MF",2,Brighton-and-Hove-Albion,0.1,0.04,0.1,0.07
Jack Hinshelwood,20-159,0.0,0.0,0.0,0.0,0.0,0.0,107.0,3,eng ENG,0.0,MF,2,Brighton-and-Hove-Albion,0.0,0.0,0.0,0.0
Diego Gómez,22-174,0.0,0.0,0.0,1.0,0.0,0.0,106.0,3,py PAR,0.0,MF,1,Brighton-and-Hove-Albion,0.3,0.26,0.0,0.02
James Milner,39-256,0.0,0.0,0.0,1.0,1.0,0.91,99.0,3,eng ENG,1.0,MF,1,Brighton-and-Hove-Albion,0.0,0.0,0.8,0.72
Ferdi Kadioglu,25-345,0.0,0.0,0.0,2.0,0.0,0.0,113.0,3,tr TUR,0.0,"DF,FW",0,Brighton-and-Hove-Albion,0.0,0.0,0.0,0.0
Brajan Gruda,21-109,0.0,0.0,0.0,0.0,1.0,1.32,68.0,4,de GER,0.0,"MF,FW",0,Brighton-and-Hove-Albion,0.1,0.17,1.2,1.53
Stefanos Tzimas,19-254,0.0,0.0,0.0,0.0,0.0,0.0,24.0,1,gr GRE,0.0,FW,0,Brighton-and-Hove-Albion,0.0,0.0,0.0,0.0
Diego Coppola,21-263,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1,it ITA,0.0,DF,0,Brighton-and-Hove-Albion,0.0,0.0,0.0,0.0
Olivier Boscagli,27-303,,,,,,,,0,fr FRA,,DF,0,Brighton-and-Hove-Albion,,,,
Jason Steele,35-030,,,,,,,,0,eng ENG,,GK,0,Brighton-and-Hove-Albion,,,,
Tom Watson,19-162,,,,,,,,0,eng ENG,,MF,0,Brighton-and-Hove-Albion,,,,
Squad Total,26.3,2.0,0.5,0.0,12.0,4.0,1.0,360.0,4,,2.0,,44,Brighton-and-Hove-Albion,3.5,0.86,6.7,1.67
Opponent Total,26.9,4.0,1.0,0.0,13.0,6.0,1.5,360.0,4,,1.0,,44,Brighton-and-Hove-Albion,3.9,0.98,5.6,1.39
Altay Bayındır,27-156,0.0,0.0,0.0,0.0,0.0,0.0,360.0,4,tr TUR,0.0,GK,4,Manchester-United,0.2,0.06,0.0,0.0
Bruno Fernandes,31-009,0.0,0.0,0.0,1.0,1.0,0.25,360.0,4,pt POR,1.0,MF,4,Manchester-United,1.2,0.31,1.9,0.48
Matthijs de Ligt,26-036,0.0,0.0,0.0,0.0,0.0,0.0,360.0,4,nl NED,0.0,DF,4,Manchester-United,0.2,0.05,0.3,0.08
Bryan Mbeumo,26-041,0.0,0.0,0.0,0.0,1.0,0.25,360.0,4,cm CMR,0.0,MF,4,Manchester-United,1.3,0.33,1.7,0.44
Luke Shaw,30-067,0.0,0.0,0.0,0.0,0.0,0.0,345.0,4,eng ENG,0.0,DF,4,Manchester-United,0.1,0.02,0.0,0.0
Leny Yoro,19-308,0.0,0.0,0.0,0.0,0.0,0.0,321.0,4,fr FRA,0.0,DF,4,Manchester-United,0.0,0.0,0.3,0.07
Patrick Dorgu,20-326,0.0,0.0,0.0,1.0,0.0,0.0,270.0,3,dk DEN,0.0,DF,3,Manchester-United,0.1,0.05,0.2,0.08
Amad Diallo,23-068,0.0,0.0,0.0,0.0,0.0,0.0,267.0,4,ci CIV,0.0,"DF,MF",3,Manchester-United,0.7,0.24,0.9,0.29
Matheus Cunha,26-113,0.0,0.0,0.0,0.0,0.0,0.0,210.0,3,br BRA,0.0,"FW,MF",3,Manchester-United,0.2,0.07,0.8,0.35
Casemiro,33-206,0.0,0.0,0.0,1.0,0.0,0.0,198.0,4,br BRA,0.0,MF,3,Manchester-United,0.1,0.04,0.6,0.28
Mason Mount,26-250,0.0,0.0,0.0,0.0,0.0,0.0,177.0,3,eng ENG,0.0,MF,3,Manchester-United,0.4,0.19,0.2,0.09
Diogo Dalot,26-183,1.0,0.49,0.0,0.0,0.0,0.0,183.0,3,pt POR,0.0,DF,2,Manchester-United,0.8,0.37,0.0,0.01
Benjamin Šeško,22-109,0.0,0.0,0.0,0.0,0.0,0.0,162.0,4,si SVN,0.0,FW,1,Manchester-United,0.1,0.03,0.4,0.23
Manuel Ugarte,24-159,0.0,0.0,0.0,0.0,0.0,0.0,127.0,3,uy URU,0.0,MF,1,Manchester-United,0.0,0.02,0.0,0.03
Noussair Mazraoui,27-307,0.0,0.0,0.0,0.0,0.0,0.0,67.0,2,ma MAR,0.0,DF,1,Manchester-United,0.0,0.0,0.0,0.0
Kobbie Mainoo,20-151,0.0,0.0,0.0,0.0,0.0,0.0,74.0,2,eng ENG,0.0,MF,0,Manchester-United,0.1,0.17,0.1,0.08
Joshua Zirkzee,24-118,0.0,0.0,0.0,0.0,0.0,0.0,71.0,2,nl NED,0.0,"FW,MF",0,Manchester-United,0.0,0.06,0.6,0.82
Harry Maguire,32-196,0.0,0.0,0.0,0.0,0.0,0.0,44.0,3,eng ENG,0.0,DF,0,Manchester-United,0.0,0.0,0.1,0.2
Ayden Heaven,18-360,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1,eng ENG,0.0,DF,0,Manchester-United,0.0,0.0,0.0,0.0
Tyler Fredricson,20-206,,,,,,,,0,eng ENG,,DF,0,Manchester-United,,,,
Tom Heaton,39-155,,,,,,,,0,eng ENG,,GK,0,Manchester-United,,,,
Senne Lammens,23-072,,,,,,,,0,be BEL,,GK,0,Manchester-United,,,,
